timestamp,exercise,metric,value,note
1758277117.322196,shoulder_abduction,LEFT_rep_done,1,ang=156.9
1758277117.4450216,shoulder_abduction,RIGHT_rep_done,1,ang=160.1
1758277136.2415092,shoulder_abduction,LEFT_rep_done,2,ang=159.2
1758279495.0743892,shoulder_abduction,LEFT_rep_done,1,ang=168.8
1758279505.8365085,shoulder_abduction,RIGHT_rep_done,1,ang=169.5
