timestamp,exercise,metric,value,note
1758222171.728623,arm_raise_and_carry,LEFT_rep_done,1,angle=167.4
1758222171.7291238,arm_raise_and_carry,RIGHT_rep_done,1,angle=174.6
1758223352.1968172,arm_raise_and_carry,RIGHT_rep_done,1,angle=167.5
1758265087.24313,arm_raise_and_carry,RIGHT_rep_done,1,angle=154.9
1758265159.5095255,arm_raise_and_carry,RIGHT_rep_done,1,angle=150.6
1758265167.203082,arm_raise_and_carry,LEFT_rep_done,1,angle=173.1
