timestamp,exercise,metric,value,note
1758221675.749276,shoulder_flexion,LEFT_rep_done,1,ang=150.7
1758221675.749276,shoulder_flexion,RIGHT_rep_done,1,ang=156.8
1758221683.4202769,shoulder_flexion,RIGHT_rep_done,2,ang=158.4
1758221691.2860968,shoulder_flexion,LEFT_rep_done,2,ang=175.0
1758279821.2491982,shoulder_flexion,LEFT_rep_done,1,ang=148.8
1758279823.583907,shoulder_flexion,RIGHT_rep_done,1,ang=146.0
